comune,pro_com_t,lat,long,den_prov,sigla,den_reg,cod_reg,cap,cf,pec,mail,sito_web,wikipedia,stemma
Valledoria,090079,40.928283,8.824584,Sassari,SS,Sardegna,20,7039,80005850906,protocollo@pec.comune.valledoria.ss.it,protocollo@comune.valledoria.ss.it,http://comune.valledoria.ss.it,https://it.wikipedia.org/wiki/Valledoria,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090079.jpg
Telti,090080,40.876371,9.352827,Sassari,SS,Sardegna,20,7020,124140906,protocollo.telti@pec.comunas.it,affari.generali@comune.telti.ot.it,http://comune.telti.ot.it,https://it.wikipedia.org/wiki/Telti,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090080.png
Badesi,090081,40.965069,8.884216,Sassari,SS,Sardegna,20,7030,82004930903,protocollo.badesi@legalmail.it,protocollo@comunebadesi.ot.it,http://comunebadesi.ot.it,https://it.wikipedia.org/wiki/Badesi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090081.jpg
Viddalba,090082,40.916777,8.894363,Sassari,SS,Sardegna,20,7030,82005770902,comune.viddalba@legalmail.it,ediliziaprivata@viddalba.gov.it,http://viddalba.gov.it/,https://it.wikipedia.org/wiki/Viddalba,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090082.jpg
Golfo Aranci,090083,41.006476,9.61453,Sassari,SS,Sardegna,20,7020,337180905,protocollo@pec.comune.golfoaranci.ss.it,francesco.chighini@comune.golfoaranci.ss.it,http://comune.golfoaranci.ss.it,https://it.wikipedia.org/wiki/Golfo_Aranci,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090083.jpg
Loiri Porto San Paolo,090084,40.876305,9.62949,Sassari,SS,Sardegna,20,7020,336160908,protocollo.loiriportosanpaolo@legalmail.it,,http://comune.loiriportosanpaolo.ot.it,https://it.wikipedia.org/wiki/Loiri_Porto_San_Paolo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090084.png
Sant'Antonio di Gallura,090085,40.991772,9.301041,Sassari,SS,Sardegna,20,7030,91027260909,protocollo.santantoniodigallura@pec.comunas.it,,http://comune.santantoniodigallura.ot.it,https://it.wikipedia.org/wiki/Sant'Antonio_di_Gallura,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090085.jpg
Tergu,090086,40.867465,8.716714,Sassari,SS,Sardegna,20,7030,92002270905,protocollo.tergu@legalmail.it,,http://comuneditergu.it,https://it.wikipedia.org/wiki/Tergu,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090086.png
Santa Maria Coghinas,090087,40.904267,8.868616,Sassari,SS,Sardegna,20,7030,92009700904,protocollo@pec.comunesmcoghinas.it,ragioneria@comunesmcoghinas.it,http://comunesmcoghinas.it,https://it.wikipedia.org/wiki/Santa_Maria_Coghinas,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090087.jpg
Erula,090088,40.791166,8.942219,Sassari,SS,Sardegna,20,7030,91007430902,protocollo@pec.comunedierula.it,comunedierula@libero.it,http://comunedierula.it,https://it.wikipedia.org/wiki/Erula,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090088.jpg
Stintino,090089,40.939162,8.225503,Sassari,SS,Sardegna,20,7040,1391300900,protocollo@pec.comune.stintino.ss.it,,http://comune.stintino.ss.it,https://it.wikipedia.org/wiki/Stintino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090089.png
Padru,090090,40.76577,9.520232,Sassari,SS,Sardegna,20,7020,90004050903,protocollo@pec.comune.padru.ss.it,,http://comune.padru.ot.it,https://it.wikipedia.org/wiki/Padru,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090090.jpg
Budoni,090091,40.707631,9.69949,Sassari,SS,Sardegna,20,8020,152340915,protocollo@pec.comune.budoni.ot.it,protocollo@comune.budoni.ot.it,http://comunebudoni.gov.it/,https://it.wikipedia.org/wiki/Budoni,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090091.jpg
San Teodoro,090092,40.770511,9.673923,Sassari,SS,Sardegna,20,98030,95005740832,protocollo@pec.comune.santeodoro.me.it,sindaco@comunesanteodoro.gov.it,http://comune.santeodoro.me.it,https://it.wikipedia.org/wiki/San_Teodoro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090092.png
Aritzo,091001,39.956777,9.196562,Nuoro,NU,Sardegna,20,8031,160010914,protocollo@pec.comune.aritzo.nu.it,artzo.anagrafe@tiscali.it,http://comune.aritzo.nu.it,https://it.wikipedia.org/wiki/Aritzo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091001.jpg
Arzana,091002,39.919463,9527,Nuoro,NU,Sardegna,20,8040,82000990919,comunearzana@pec.it,resp.amministrativo@comunediarzana.it,http://comunediarzana.it,https://it.wikipedia.org/wiki/Arzana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091002.jpg
Atzara,091003,39.992252,9.075734,Nuoro,NU,Sardegna,20,8030,162890917,ragioneria@pec.comune.atzara.nu.it,,http://comune.atzara.nu.it,https://it.wikipedia.org/wiki/Atzara,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091003.jpg
Austis,091004,40.070653,9.087933,Nuoro,NU,Sardegna,20,8030,180590911,austis.comune@cert.ollsys.it,austis.comune@gmail.com,http://comune.austis.nu.it,https://it.wikipedia.org/wiki/Austis,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091004.jpg
Bari Sardo,091005,39.842053,9.644147,Nuoro,NU,Sardegna,20,8042,82001410917,protocollo@pec.comunedibarisardo.it,protocollo@comunedibarisardo.it,http://comunedibarisardo.it/,https://it.wikipedia.org/wiki/Bari_Sardo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091005.gif
Baunei,091006,40.032361,9.663405,Nuoro,NU,Sardegna,20,8040,82001690914,protocollo@pec.comunedibaunei.it,info@comunedibaunei.it,http://comunedibaunei.it,https://it.wikipedia.org/wiki/Baunei,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091006.gif
Belvì,091007,39.962601,9.185185,Nuoro,NU,Sardegna,20,8030,161980917,comune.belvi@legalmail.it,,http://comune.belvi.nu.it,https://it.wikipedia.org/wiki/Belvì,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091007.jpg
Birori,091008,40.26486,8.817474,Nuoro,NU,Sardegna,20,8010,157770918,ragioneria@pec.comune.birori.nu.it,ragioneriabirori@virgilio.it,http://comune.birori.nu.it,https://it.wikipedia.org/wiki/Birori,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091008.jpg
Bitti,091009,40.479008,9.384038,Nuoro,NU,Sardegna,20,8021,80006550919,protocollo@pec.comune.bitti.nu.it,info@comune.bitti.nu.it,http://comune.bitti.nu.it,https://it.wikipedia.org/wiki/Bitti,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091009.jpg
Bolotana,091010,40.325757,8.961127,Nuoro,NU,Sardegna,20,8011,52840915,protocollo@pec.comune.bolotana.nu.it,,http://comune.bolotana.nu.it,https://it.wikipedia.org/wiki/Bolotana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091010.jpg
Borore,091011,40.216854,8.803725,Nuoro,NU,Sardegna,20,8016,155020910,protocollo@pec.comune.borore.nu.it,info@comune.borore.nu.it,http://comune.borore.nu.it,https://it.wikipedia.org/wiki/Borore,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091011.jpg
Bortigali,091012,40.282855,8.836225,Nuoro,NU,Sardegna,20,8012,157780917,protocollo@pec.comune.bortigali.nu.it,finanziario@comune.bortigali.nu.it,http://comune.bortigali.nu.it,https://it.wikipedia.org/wiki/Bortigali,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091012.jpg
Desulo,091016,40.010756,9.228296,Nuoro,NU,Sardegna,20,8032,81000250910,comune.desulo@anutel.it,comuedesulo@tiscali.it,http://comune.desulo.nu.it,https://it.wikipedia.org/wiki/Desulo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091016.jpg
Dorgali,091017,40.292802,9.588832,Nuoro,NU,Sardegna,20,8022,160210910,protocollo@pec.comune.dorgali.nu.it,protocollo@comune.dorgali.nu.it,http://comune.dorgali.nu.it,https://it.wikipedia.org/wiki/Dorgali,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091017.jpg
Dualchi,091018,40.228855,8.896427,Nuoro,NU,Sardegna,20,8010,155030919,protocollo@pec.comune.dualchi.nu.it,protocollo@comune.dualchi.nu.it,http://comune.dualchi.nu.it,https://it.wikipedia.org/wiki/Dualchi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091018.jpg
Elini,091019,39.8999,9.531347,Nuoro,NU,Sardegna,20,8040,82001050911,protocollo@pec.elini.nu.it,comunedielini@tiscali.it,http://elini.nu.it/,https://it.wikipedia.org/wiki/Elini,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091019.gif
Fonni,091024,40.118804,9.251971,Nuoro,NU,Sardegna,20,8023,169690914,protocollo.fonni@legalmail.it,,http://comune.fonni.nu.it,https://it.wikipedia.org/wiki/Fonni,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091024.jpg
Gadoni,091025,39.913451,9.185837,Nuoro,NU,Sardegna,20,8030,160510913,protocollo@pec.comune.gadoni.nu.it,info@comune.gadoni.nu.it,http://comune.gadoni.nu.it,https://it.wikipedia.org/wiki/Gadoni,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091025.jpg
Gairo,091026,39.847052,9.507244,Nuoro,NU,Sardegna,20,8040,160250916,protocollo@pec.comune.gairo.og.it,finanze@comune.gairo.og.it,http://comune.gairo.og.it,https://it.wikipedia.org/wiki/Gairo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091026.gif
Galtellì,091027,40.386589,9.614322,Nuoro,NU,Sardegna,20,8020,80003250919,protocollo@pec.comune.galtelli.nu.it,segreteria@comune.galtelli.nu.it,http://comune.galtelli.nu.it,https://it.wikipedia.org/wiki/Galtellì,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091027.jpg
Gavoi,091028,40.161756,9.195134,Nuoro,NU,Sardegna,20,8020,80005190915,protocollo@pec.comune.gavoi.nu.it,,http://comune.gavoi.nu.it,https://it.wikipedia.org/wiki/Gavoi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091028.gif
Girasole,091031,39.951719,9.66196,Nuoro,NU,Sardegna,20,8040,82000850915,protocollo.girasole@pec.comunas.it,protocollo@comune.girasole.og.it,http://comune.girasole.og.it,https://it.wikipedia.org/wiki/Girasole,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091031.gif
Ilbono,091032,39.892654,9.548945,Nuoro,NU,Sardegna,20,8040,133930917,protocollo@pec.comune.ilbono.og.it,,http://comune.ilbono.og.it,https://it.wikipedia.org/wiki/Ilbono,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091032.jpg
Irgoli,091033,40.408833,9.630121,Nuoro,NU,Sardegna,20,8020,80005110913,pec.comune.irgoli@legalmail.it,ragioneria@comune.irgoli.nu.it,http://comune.irgoli.nu.it,https://it.wikipedia.org/wiki/Irgoli,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091033.gif
Jerzu,091035,39.791151,9.518445,Nuoro,NU,Sardegna,20,8044,152050910,protocollo@pec.comune.jerzu.og.it,,http://comune.jerzu.og.it,https://it.wikipedia.org/wiki/Jerzu,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091035.jpg
Lanusei,091037,39.87857,9.541077,Nuoro,NU,Sardegna,20,8045,139020911,protocollo.lanusei@pec.comunas.it,,http://comunedilanusei.it,https://it.wikipedia.org/wiki/Lanusei,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091037.gif
Lei,091038,40.3044,8.918038,Nuoro,NU,Sardegna,20,8010,154860910,segreteria@pec.comune.lei.nu.it,,http://comune.lei.nu.it,https://it.wikipedia.org/wiki/Lei,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091038.gif
Loceri,091039,39.856635,9.582209,Nuoro,NU,Sardegna,20,8040,163510910,protocollo@pec.comuneloceri.it,,http://comuneloceri.it,https://it.wikipedia.org/wiki/Loceri,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091039.jpg
Loculi,091040,40.407278,9.61116,Nuoro,NU,Sardegna,20,8020,80006160917,protocollo@pec.comune.loculi.nu.it,info@comune.loculi.nu.it,http://comune.loculi.nu.it/index.php,https://it.wikipedia.org/wiki/Loculi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091040.gif
Lodè,091041,40.591387,9.539795,Nuoro,NU,Sardegna,20,8020,80005430915,protocollo@pec.comune.lode.nu.it,info@comune.lode.nu.it,http://comune.lode.nu.it,https://it.wikipedia.org/wiki/Lodè,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091041.jpg
Lotzorai,091042,39.969155,9.663715,Nuoro,NU,Sardegna,20,8040,82001270915,finanziario.lotzorai@pec.it,finanziariolotzorai@tiscali.it,http://comune.lotzorai.og.it,https://it.wikipedia.org/wiki/Lotzorai,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091042.gif
Lula,091043,40.470364,9.486435,Nuoro,NU,Sardegna,20,8020,80004550911,protocollo@pec.comune.lula.nu.it,finanze@comune.lula.nu.it,http://comune.lula.nu.it,https://it.wikipedia.org/wiki/Lula,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091043.jpg
Macomer,091044,40.26519,8.781387,Nuoro,NU,Sardegna,20,8015,83000270914,protocollo@pec.comune.macomer.nu.it,info@comune.macomer.nu.it,http://comune.macomer.nu.it/,https://it.wikipedia.org/wiki/Macomer,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091044.gif
Mamoiada,091046,40.215657,9.280435,Nuoro,NU,Sardegna,20,8024,93002340912,protocollo.mamoiada@pec.comunas.it,info@comune.mamoiada.nu.it,http://comune.mamoiada.nu.it,https://it.wikipedia.org/wiki/Mamoiada,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091046.gif
Meana Sardo,091047,39.944251,9.072334,Nuoro,NU,Sardegna,20,8030,161820915,meana@pec.comune.meanasardo.nu.it,amministrativo@comunemeanasardo.it,http://comunemeanasardo.it,https://it.wikipedia.org/wiki/Meana_Sardo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091047.jpg
Noragugume,091050,40.224555,8.920727,Nuoro,NU,Sardegna,20,8010,83000470910,protocollo@pec.comune.noragugume.nu.it,info@comune.noragugume.nu.it,http://comune.noragugume.nu.it,https://it.wikipedia.org/wiki/Noragugume,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091050.png
Nuoro,091051,40.127683,9.342323,Nuoro,NU,Sardegna,20,8100,53070918,protocollo@pec.comune.nuoro.it,,http://comune.nuoro.it,https://it.wikipedia.org/wiki/Nuoro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091051.jpg
Oliena,091055,40.27226,9.403036,Nuoro,NU,Sardegna,20,8025,156030918,protocollo@pec.comune.oliena.nu.it,info@comune.oliena.nu.it,http://comune.oliena.nu.it,https://it.wikipedia.org/wiki/Oliena,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091055.png
Ollolai,091056,40.168503,9.178467,Nuoro,NU,Sardegna,20,8020,601080914,protocollo.ollolai@pec.it,ufficiotecnico@comune.ollolai.nu.it,http://comune.ollolai.nu.it,https://it.wikipedia.org/wiki/Ollolai,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091056.png
Olzai,091057,40.182856,9.148332,Nuoro,NU,Sardegna,20,8020,80004790913,protocollo@pec.comune.olzai.nu.it,info@comune.olzai.nu.it,http://comune.olzai.nu.it,https://it.wikipedia.org/wiki/Olzai,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091057.png
Onanì,091058,40.485326,9.441168,Nuoro,NU,Sardegna,20,8020,80003810910,protocollo@pec.comune.onani.nu.it,,http://comune.onani.nu.it/,https://it.wikipedia.org/wiki/Onanì,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091058.png
Onifai,091059,40.406964,9.651339,Nuoro,NU,Sardegna,20,8020,80006610911,amministrativo@pec.comune.onifai.nu.it,area.amministrativa@comune.onifai.nu.it,http://comune.onifai.nu.it/,https://it.wikipedia.org/wiki/Onifai,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091059.png
Oniferi,091060,40.271958,9.170332,Nuoro,NU,Sardegna,20,8020,80005410917,PROTOCOLLO@PEC.COMUNEONIFERI.NU.IT,,http://comuneoniferi.nu.it,https://it.wikipedia.org/wiki/Oniferi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091060.png
Orani,091061,40.248344,9.182835,Nuoro,NU,Sardegna,20,8026,80005130911,protocollo@pec.comune.orani.nu.it,segreteria@comune.orani.nu.it,http://comune.orani.nu.it,https://it.wikipedia.org/wiki/Orani,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091061.png
Orgosolo,091062,40.204758,9.354936,Nuoro,NU,Sardegna,20,8027,93002110919,protocollo.orgosolo@pec.comunas.it,,http://comune.orgosolo.nu.it/,https://it.wikipedia.org/wiki/Orgosolo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091062.png
Orosei,091063,40.37918,9.695014,Nuoro,NU,Sardegna,20,8028,134670918,ragioneria@pec.comuneorosei.it,ragioneria.farris@comuneorosei.it,http://comune.orosei.nu.it,https://it.wikipedia.org/wiki/Orosei,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091063.png
Orotelli,091064,40.305803,9.112838,Nuoro,NU,Sardegna,20,8020,154850911,affarigenerali@pec.comune.orotelli.nu.it,affarigenerali@comune.orotelli.nu.it,http://comune.orotelli.nu.it,https://it.wikipedia.org/wiki/Orotelli,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091064.jpg
Ortueri,091066,40.035642,8.98725,Nuoro,NU,Sardegna,20,8036,177790912,protocollo@pec.comune.ortueri.nu.it,protocollo@comune.ortueri.nu.it,http://comune.ortueri.nu.it,https://it.wikipedia.org/wiki/Ortueri,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091066.png
Orune,091067,40.407595,9.369739,Nuoro,NU,Sardegna,20,8020,161070917,protocollo@pec.comune.orune.nu.it,,http://comune.orune.nu.it,https://it.wikipedia.org/wiki/Orune,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091067.png
Osidda,091068,40.523863,9.219329,Nuoro,NU,Sardegna,20,8020,80006560918,protocollo@pec.comune.osidda.nu.it,,http://comune.osidda.nu.it,https://it.wikipedia.org/wiki/Osidda,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/091068.png
